text,is_ai_generated,source,domain,prompt_group
n accordance with the Fair Credit Act redacted redacted redacted Last reported a date an amount Open balance redacted redacted Original creditor redacted redacted redacted Last reported a date an amount Open balance redacted redacted redacted Original creditor redacted redacted redacted redacted Last reported a date an amount Reported balance Highest balance an amount has violated my rights. 15 U.S.C 1681 section 602 A. States I have the right to privacy. 15 U.S.C 1681 Section 604 A Section 2 : It also states a consumer reporting agency can not furnish a account without my written instructions,0,human_cfpb_complaints,dispute,7043344
Someone else tried to get a card through citibank. This alerted and gave an inquiry on my credit report. I would like it removed.,0,human_cfpb_complaints,dispute,7786566
"I'm relocating to LA and looking to purchasing a condo. I checked my credit score just to see what was on my report because I haven't checked it in a minute. While checking my report I saw a couple of items that are not mine. This is fraud so I have taken the liberty of reporting it to the police as well and FTC. redacted redacted, redacted redacted, redacted redacted and redacted.",0,human_cfpb_complaints,dispute,3395808
"Experian, redacted, and redacted refuse to remove hard inquires that should have been remove from my credit report. Here is a list of hard inquires that are expired : Inquiry date. Removal Date 1. redacted. a date. a date. redacted redacted redacted redacted redacted, TX redacted ( redacted ) redacted 2. redacted. a date. a date. redacted redacted redacted redacted redacted, SD redacted BYMAILONLY",0,human_cfpb_complaints,dispute,2839723
"When I investigated my credit report, I realized that some of the information was erroneous. The 3 credit bureaus are required to authenticate the accounts under Sections 609 ( a ) ( 1 ) ( A ) and 611 ( a ) ( 1 ). ( A ). It is not acceptable to treat the reporting account as unconfirmed information without producing proof within the legal time range. redacted Balance Owed : an amount redacted redacted redacted BalanceOwed : an amount redacted redacted Balance Owed : an amount.",0,human_cfpb_complaints,dispute,7499782
"I scheduled a wire transfer on redacted early morning to a gardener contractor for some backyard work. The wire never got approved on redacted and still shows a review status on redacted. I was about to call ally and see whats going and only found out they locked my account without any notification. I called their support on redacted and got transferred to their back office and answered several security questions. After the agent finally has assess to my account, she later found out she didnt have the authority to do anything and advised me to continue to wait. At the mean time I may end up having to cash out some of my funds in brokerage account just to pay for the home remodeling.",0,human_cfpb_complaints,dispute,4611389
I am writing to dispute the following accounts. I did not owe this debt and it does not belong to me. I never established this account. I have no knowledge of obtaining any of the accounts listed here. redacted redacted Balance : an amount,0,human_cfpb_complaints,dispute,6943418
"redacted redacted redacted have reported multiple late payments on my credit report for 3 different account that I have with them. I have attached a letter to this complaint, naming the accounts, account numbers, and the law that states that redacted redacted redacted can not report late payments to my credit report. THE LAW CLEARLY STATES : Transactions between the consumer ( ME ) and the person ( YOU ) ( redacted redacted redacted ) Making the report is NOT INCLUEDED on my Consumer report! Please review again my letter that is attached. Violation of the law will result in a lawsuit, seeking damages of an amount.",0,human_cfpb_complaints,dispute,6249422
"Basically what happened is that I report redacted fraudulent transactions made through redacted from my bank checking account ( Wells Fargo ) the first of redacted to "" redacted redacted '' Ref # redacted and the second of redacted to redacted redacted redacted # redacted. The solution that Wells Fargo gave me was to go to my cell phone service provider in this case ( redacted ) a documentation that my phone has been compromised so I went and they told me that they are not able to give that type of documentation and that the only thing they can give me is an invoice for the cell phone payments and a call history ( I will attach these proofs below ). So I turn to you as my last option to solve this.",0,human_cfpb_complaints,dispute,8152646
Closed this complaint with another lie and ridiculous explanation without addressing the issue AS REQUESTED FORWARDED TO F.T.C AND D.O.J,0,human_cfpb_complaints,dispute,8297318
"AFTER A CAREFUL REVIEW OF MY CREDIT REPORT, I HAVE IDENTIFIED INACCURATE ACCOUNTS THAT ARE DEROGATORIES AND DELINQUENTS THAT I HAVE NO KNOWLEDGE OF AND WERE NOT AUTHORIZED BY ME. PLEASE REMOVED THOSE INACCURATE ACCOUNTS THAT HAVE BEEN CAUSING DAMAGE TO MY CREDIT FILE. IT IS ILLEGAL TO HAVE SUCH ACCOUNTS REPORTING INACCURATELY ON ONES CREDIT, CONDUCT AN INVESTIGATION INTO THIS MATTER AND HAVE THE ACCOUNTS PURGED OFF MY CREDIT FILE.",0,human_cfpb_complaints,dispute,3482216
I have had a installment loan with Lending USA for over 42 months and have paid on time. I have never been late on this payment not redacted single time and have the payment receipts online to show. They are now reporting that i am redacted past due which is adversely affecting my credit and the inability to close on a mortgage at the moment for my family. They have refused to look into this error and i need this done immediately as the records will show the payments were made sufficiently.,0,human_cfpb_complaints,dispute,6673291
"I had more than an amount usd in rewards in my capital one account - credit card. I received a letter during the night of redacted/redacted/10 indicating that my account was closed but my rewards were never redeemed. I contacted the bank but they refuse to pay me the amount of dollars that I had accumulated I had any debt with that account at the moment that I requested to receive my rewards either thru a gift card, check, transfer etc.",0,human_cfpb_complaints,dispute,6189864
"There are still erroneous addresses on my credit report. 15 U.S.C. 1681 4 states there is a need to insure that consumer reporting agencies exercise their grave responsibilities with fairness, impartiality, and a respect for the consumer 's right to privacy.",0,human_cfpb_complaints,dispute,6445408
"On redacted/redacted/2021 at redacted, redacted redacted , a representative of redacted County , spoke to my husband about my supposed debt. He served him with papers from Gurstel Law Firm. Additionally, all of the information is inaccurate. My name is incorrect, as is my husbands name and age that redacted took down that day.",0,human_cfpb_complaints,dispute,4820324
On redacted/redacted/2021 an amount was taken from my checking out without my authorization. I authorized an amount to be taken on redacted/redacted/2021 just the one time. At no point did I authorize any other amount to be taken.,0,human_cfpb_complaints,dispute,4734145
"This relates to this already filed complaint # redacted, Company has reach out to me with the attached email. However it must be established that I never took any students loan from them nor did I owe redacted redacted any fees, but they ( Tuition Options ) connived with redacted redacted and made me pay so far an amount to the tune of $ redacted.This is what I need back with its accrued interest. I need all the payments I made to them back with interest. I am not sure what they want me to sign on the attached email. Please help me get my monies back. Thanks,",0,human_cfpb_complaints,dispute,4607969
Please remove these inquiries from my credit report as I did not authorize them. I have included the identity theft report as well. redacted redacted redacted redacted redacted redacted redacted redacted redacted redacted redacted redacted redacted redacted redacted redacted redacted redacted redacted redacted redacted redacted redacted redacted redacted redacted redacted redacted redacted redacted redacted redacted redacted redacted redacted redacted redacted redacted redacted redacted redacted redacted redacted redacted redacted redacted redacted redacted redacted,0,human_cfpb_complaints,dispute,6383443
"I am filing this complaint for myself because I did not consent to, or authorize nor benefit from any of the following inquiries. Please Block and remove it. redacted redacted Date of inquiry redacted/redacted/2022, redacted redacted Date of inquiry redacted/redacted/2022, redacted Date of Inquiry redacted/redacted/2022, redacted redacted Date of Inquiry redacted/redacted/2022 & redacted Date of Inquiry redacted/redacted/2022",0,human_cfpb_complaints,dispute,7189500
"IN redacted/redacted/2023 I WAS A VICTIM OF IDENTITY THEFT. SOMEONE OPENED A redacted CARD IN MY NAME, AND ATTEMPTED A CHECKING ACCT IN redacted redacted, IL. NOW IT APPEARS THAT SOMEONE HAS OPENED AN ACCT redacted redacted redacted redacted, IN THE AMOUNT OF redacted IN redacted/redacted/2023. I PLACED redacted ON MY ACCT IMMEDIATELY BUT I NEED HELP WITH THESE SCAMMERS!! SINCE THEN I WENT THROUGH A DIVORCE. PREVIOUS NAME : redacted redacted",0,human_cfpb_complaints,dispute,7237161
"i open saving account apple bank, and saving account a date; in both bank I loss my money, redacted a datemanager wanted I closed my account ( because he said ). I want my money back, ( I made complaint cause same situation ) I need my money ; I am victim identity theft from redacted/redacted/2017. I need my money!!!",0,human_cfpb_complaints,dispute,4533777
Equifax and redacted are report inaccurate information on my consumer on my credit file and its affecting my ability to get personal things in my name that I need. I filed a dispute with both companies stating that there is inaccurate and fraudulent information being reported when it shouldnt be. redacted redacted redacted redacted redacted an amount redacted redacted redacted/redacted/2021 - an amount redacted redacted redacted redacted redacted redacted an amount redacted redacted redacted redacted- a date redacted redacted an amount,0,human_cfpb_complaints,dispute,6595053
I discovered that some of the information on my credit report was incorrect when I reviewed it. Sections 609 ( a ) ( 1 ) ( A ) and 611 ( a ) ( 1 ) require the 3 credit bureaus to validate these accounts ( A ). It is not permissible to fail to validate these reporting accounts as unverified information without providing any proof within the time frame specified by law. My credit report includes the following erroneous information that needs to be investigated and correct : redacted redacted redacted redacted : an amount redacted redacted redacted redacted : an amount,0,human_cfpb_complaints,dispute,7531898
"Someone in Illinois fraudulently filed for unemployment insurance on my behalf. That was reported. Out of caution I have placed credit freezes with redacted and redacted Experian did not allow me to file a freeze online and asked me to send in a physical request by mail along with highly sensitive personally identifying information. It seems they are making me jump through hoops to file a freeze to discourage the freeze, and it is working. I will not file a freeze with them by mail due to the potential risk of extremely sending sensitive information by mail including photocopied ID cards. And so, influenced by the behavior of their system, I will not file a freeze with them at all despite the risks to my identity.",0,human_cfpb_complaints,dispute,4408412
"I appreciate your taking the time to DELETE some of the erroneous accounts in my credit file ; however, there are still many accounts that need to be DELETED. The credit bureaus must verify these accounts under Sections 609 ( a ) ( 1 ) ( A ) and 611 ( a ) ( 1 ). ( A ). I'm hoping that these disputed accounts be DELETED immediately. redacted redacted redacted redacted redacted redacted redacted redacted redacted redacted redacted redacted",0,human_cfpb_complaints,dispute,7056424
"A & D Mortgage LLC has been reporting 2 of my investment property mortgages delinquent for about 6 months now since a date, incorrectly, because they're both in forbearance since redacted until a date. Since a date, they have stated that it's been fixed but the bureaus keep getting refreshed with the same incorrect delinquent information. The department responsible for this is only available via email and they never reply even though I have emailed them about a dozen times since redacted, about once per week. I would like to know if and how this company can be held accountable. I have been denied crucial business and personal credit lines due to the impact this has had on my credit. From 760+ to redacted currently.",0,human_cfpb_complaints,dispute,6669142
i have reached out to the bureaus and nothing have been done i provided an FTC report still nothing. redacted getting declined to credit cards due to these false inquires on my report. As per FCRA section 609 605 and 623 Please provide record of consent for this inquiry and record of accuracy. If unable to validate or provide written records I expect removal of this inquiry immediately.,0,human_cfpb_complaints,dispute,6517847
"I am redacted redacted and I am submitting this complaint myself and there is no third party involved. Upon reviewing my updates, incorrect information was found in my reports. The Equifax Credit Bureau has not complied with the Fair Credit Reporting Act, 15 USC Sections 1681i, and continued reporting as unverified information without any proof provided, within the time allowed by law, is not authorized. Below are the accounts that are reporting on my Credit Reports : redacted redacted redacted redacted Date Opened : a date Balance Owed : an amount - CHARGE OFF redacted/redacted redacted Date Opened : a date Balance Owed : an amount - CHARGE OFF redacted redacted Date Opened : a date Balance Owed : an amount - COLLECTION",0,human_cfpb_complaints,dispute,4813170
"In accordance with The Fair Credit Reporting Act redacted Account redacted redacted redacted # redacted, redacted redacted # redacted, redacted redacted redacted redacted redacted redacted, has violated my rights. 15 U.S.C 1681section 602A states i have the rights to privacy. 15 U.S.C 1681 Section 604 A Section @ : It also states a consumer reporting agency can not furnish a account without my written instructions.",0,human_cfpb_complaints,dispute,5633043
"I have disputed a debt from redacted redacted redacted and sent them correspondence on redacted/redacted/2022, asking for any paperwork regarding this debt with no response. I have attached correspondence from redacted redacted Apts. stating the amount owed and correspondence from redacted redacted wherein redacted redacted redacted filed a claim on my behalf which was paid. This debt has been listed on my credit report for redacted redacted, causing my redacted redacted to be lowered. If this is not removed from my credit reports, I will have no other option but to sue for damages. I have also sent a copy of all correspondence to the redacted",0,human_cfpb_complaints,dispute,6461335
"I am writing this complaint to CAPITAL ONE. I sent them a letter regarding the inaccuracies in my report such as the date of last activity, date opened, date reported, payment status etc. They took more than 30 days to complete the investigation and they claimed that they did a thorough investigation. However, when I checked my report, I did not see any changes made at all. The inaccurate information are still reporting. My rights have been violated numerous times. 15 U.S.C 1681 section 602 A. States that I have the right to privacy. 15U.S.C 1681 section 604 A Section 2. It also states a consumer reporting agency can not furnish an account without my written instruction.",0,human_cfpb_complaints,dispute,6759212
"redacted, I applied with Affirm for an order from redacted but was denied. I do have a credit freeze but I lifted the freeze a day before. Therefore, Affirm had access to it stating they could not verify my identity. I have the same profile with Affirm with 18 accounts pay in full with a great pay history. Affirm providing false reasons to denied so the customer can not get an Affirm account. I would rather they tell me we can not at this time assist with your purchase.",0,human_cfpb_complaints,dispute,7586505
"On redacted/redacted/21, I contacted Portfolio Recovery to inquire about a collection for redacted redacted reporting to all 3 major credit bureaus in the amount of an amount. I spoke to 2 representatives and a supervisor who all stated that they could find NO record of the collection in their office. They stated that since they could find no record, they couldn't do anything about it. I am currently in the processing of loan approval and having this collection on my reports is not only hurting my scores, but also the history of my reports. I have included screenshots of the erroneous reporting and their contact information listed on my credit reports.",0,human_cfpb_complaints,dispute,4710497
"Those payments were made on time. I am requesting that the late payment markings be updated to reflect my accurate payment history. If there is any confusion, I suggest you contact myself or the customer service representative of the said accounts. ALLY FINCL redacted was reflected as a late payment on my credit report in violation of Federal Law. You are required under the FCRA to have a copy of the original creditors documentation on file to verify that this information is 100 % true, accurate & correct.",0,human_cfpb_complaints,dispute,7605512
"This is related to Complaint redacted, Unauthorized transfers on unverified debt. NAVY FEDERAL CREDIT UNION alleged I owed redacted and used amounts from my checking account towards this balance after I directly asked for clarification regarding the credit section of the statement. Today I noticed that the amount has decreased to redacted approx. without any explanation. I did in fact do a complaint regarding the transfers and I do expect to get a written explanation concerning the transfers. NAVY FEDERAL CREDIT UNION, ( NFCU ) is not abiding by the law and must be held accountable for their grave fiduciary failure in regards to financial accounts. Thank you.",0,human_cfpb_complaints,dispute,5561652
"I have sent multiple letters to Equifax ( redacted/redacted/2021, redacted/redacted/2021 as well as others ) asking to prove or remove inaccuracies on my credit report. I never received proper validation nor was the errors on the accounts removed. Please see attachment for latest letter sent to Equifax.",0,human_cfpb_complaints,dispute,5371292
when i got the loan in 2016 the interest rate was around 4 % but when i got loan with wells Fargo i was charge 8.1 % interest rate for 6 years loan. i paid off loan but wants to know if anyway i can get some of the money i paid back. tries with bank but no luck. i am attaching wells Fargo bank statement,0,human_cfpb_complaints,dispute,6710329
N accordance with the Fair Credit Reporting act redacted Account # redacted from redacted utilities has violated my rights. 15 U.S.C 1681 Section 602 A. States I have the right to privacy. 15 U.S.C 1681 Section 604 A. Section 2 : It also states a consumer reporting agency can not furnish a account without my written instructions.,0,human_cfpb_complaints,dispute,6720875
I am a co-signer on this loan. On redacted/redacted/2023 a late payment was recorded on my credit in the amount of an amount. The person who was responsible for the payments had trouble with the website making the payment. She contacted them to fix the problem and they agreed to remove the late. My credit is reflecting the late payment causing me harm. I contacted them to have the late removed from my credit. They said they would but I would need to send a dispute letter which I did. They did not remove the late from my credit. I then requested an error letter that I could present to the redacted credit bureaus. They would not provide me redacted.,0,human_cfpb_complaints,dispute,7217974
I called in Abt my redacted check I received and didn't cash. I called u guys bck and informed u tht I didn't cash it. And y'all said tht you send me another check out and I haven't received it yet. And it's been 5 months now,0,human_cfpb_complaints,dispute,6456783
"As noted on my Credit Report. redacted redacted redacted # redacted is listed as an account in Collections for me. I contacted redacted redacted redacted and was directed to redacted redacted redacted ( A collection agency ). redacted redacted informed after reviewing my file, that my old bill with redacted had been paid off in 2020 to the redacted redacted. Therefore, my account was closed with their collection agency and they had never reported my debt being in collections with them. This Collective on my credit reports and invalid.",0,human_cfpb_complaints,dispute,7112885
"I have complained directly to the bank, redacted redacted, as well as redacted before. 3 times Ive mailed a payment and they charge a late fee and it miraculously posts that evening. Most current, my bank mailed a check in a date, payment was due redacted. On redacted I filed a complaint with redacted and said in the complaint the payment would magically appear after a late fee. They apples a an amount late fee a date and posted the payment the next day. They also reversed payments that were cashed from my bank, theyre bank drafts and claimed they bounced. This scam I am sure runs deep, myself I have had 1 payment and 3 times a late fee charged and then the payment applied as soon as the fee was charged, each payment mailed a week before due.",0,human_cfpb_complaints,dispute,4069320
"I called redacted redacted ( my credit card company ) and ask them if they could add my account information to Equifax Credit Bureau Agency so i can have a longer credit history on my Equifax credit report. redacted redacted reply 's that I need to contact that credit bureau and have them add it on to my report. And I called redacted redacted and Equifax least 3 times Each and almost 3 hours later, both parties claim that there's nothing more on their end they can do. My question to redacted is what can i do on my part to get my redacted redacted credit card info on to my Equifax credit report? i have excellent payment history gone unnoticed and 11 years of great credit payment history. Please advise",0,human_cfpb_complaints,dispute,6809492
"On redacted/redacted/2018I bring a TAX REFUND CHECK and give a CAPITAL ONE BANK tailor at following address redacted redacted redacted, redacted redacted, NY, redacted. Because in heavy snow a check was wet. A tailor redacted redacted put a check in a check in a check riding machine and check was shrined for a small pieces. I am not shore now which way Capital One bank process this check and who first this happen. Check was amount redacted dollars and issue from New Jersey Department of Treasure.",0,human_cfpb_complaints,dispute,2851804
"redacted redacted is claiming I owe an amount for services I never received ; clearly it was identity fraud. The charge showed up on my redacted credit report when I applied for an auto loan through my credit union. I called CBE Group, the collection agency, and was told the charge was for a cable/utility for an address in redacted, redacted, from fall 2022. I have never lived in redacted and have never been a redacted redacted customer . Part of completing my ID theft information form is completing an incident report, which I assume is what I am doing right now.",0,human_cfpb_complaints,dispute,7412095
I wrote the credit bureaus to request that they delete the incorrect personal information from my credit reports and replace it with the correct information. I included my identification to prove my name and address. All of the other addresses do not belong to me or they were previous business addresses that did not belong to me. I have no authorization to receive mail at those locations.,0,human_cfpb_complaints,dispute,7144339
"I have been disputing these items on my credit report with Experian, redacted and redacted since redacted/redacted/2020 and not once has they ever ever responded to any of my dispute request and this is unacceptable. They can not continue to blame COVID-19 for the reason why they are not taking care of any dispute requests. I demand that these items be deleted from my credit report and a new updated credit report sent to me within 15 days ... It does not take over 6 months to hear back from these credit bureaus.. This is not normal nor is it acceptable. Your attention to this matter is greatly appreciative. Thank You,",0,human_cfpb_complaints,dispute,4321947
"After much research and many phone calls, Data Check of America has been repeatedly calling both my home and my cell for a supposed NSF check from 1998. They refuse to mail me anything, give me their address, or a professional license number. When I start asking questions, they hang up on me.",0,human_cfpb_complaints,dispute,2066355
There are several incorrect Accounts on my consumer report. I contacted the redacted Credit Bureaus about it and it was said that the information is correct and i should contact the redacted. I did and had no resolve about the issue. I was asked to contact the bureaus about it. On several attempts I was sent back and forth without any resolve of this issue. I contend that a charge-off is deemed an income and should not be reported on the credit report as a debt.,0,human_cfpb_complaints,dispute,7100634
"Dear [Credit Card Company],

I recently discovered an unauthorized charge of $150 on my statement. I'm a busy parent of two and I don't have time for this! This is completely unacceptable. I expected better from your company. I demand this charge be removed immediately. If I don’t see this error being fixed, I’ll take my business elsewhere. Take action promptly; I don’t have time to waste on this.",1,ai_minimax,dispute,dispute_topic00
I'm incredibly angry and frustrated. Someone has made an unauthorized charge of $250 to my credit card. It also resulted in a late fee and overlimit fee. I DID NOT AUTHORIZE THIS CHARGE AND I DEMAND IT BE REMOVED IMMEDIATELY.,1,ai_mistralai,dispute,dispute_topic00
"I have a good-paying job, but I'm stressed and overwhelmed as a busy parent of two.  Right now, I am disputing an unauthorized $1,000 charge on my credit card.",1,ai_mistralai,dispute,dispute_topic00
"I am urgently disputing a refund that was never credited to my account. On [insert date], I returned an item from [insert store name] and was promised a full refund of $ [insert amount]. They confirmed the receipt of the returned item, but I still haven't seen any refund on my statement. The corresponding transaction ID is [insert if available].  Please help me resolve this issue as I am in urgent need of the funds and awaiting my bank's assistance.",1,ai_mistralai,dispute,dispute_topic01
"I am extremely frustrated and upset about an unauthorized charge of $250 on my credit card.  I did not make this purchase, as I didn't authorize any transactions on this date. There's no way I would have bought items from this website or company, as I do not even know them. The date of the unauthorized charge is 08/10/2023.  I demand an immediate refund.  I encourage you to take actions to prevent future unauthorized charges, such as canceling my credit card and issuing a new one.",1,ai_minimax,dispute,dispute_topic00
"I'm incredibly frustrated and angry about a refund from [Merchant Name] for a returned item. The transaction ID is [Transaction ID], the date is [Date of Return], and the refund was never credited to my account. Please investigate and resolve this issue immediately.",1,ai_mistralai,dispute,dispute_topic01
"I returned an item to the school bookstore, refund policy clearly stated, teacher told me I'd get $10 back, it's been weeks, no refund, I'm angry and frustrated. I need that $10, I'm not happy about the mistake they made and are never touching up",1,ai_minimax,dispute,dispute_topic01
"I am writing to express my concern regarding the refund for the item I returned. As of today, I have not yet received the refund into the original payment method. I kindly request your assistance in resolving this matter promptly.",1,ai_minimax,dispute,dispute_topic01
"Dear [Payment Provider], I am writing to dispute a refund (Ref#: [Refund ID]) I never received. I returned the item ([Item Details]) on [Date], as per the retailer's return policy. I have not seen the refund in my account. Please assist in resolving this. Thank you.",1,ai_mistralai,dispute,dispute_topic01
"I am writing to express my extreme frustration. The package tracked as delivered on February 15, and was NEVER left with me or my neighbors. The last tracking update was ""out for deliver"", despite no one ever seeing the driver. I need a full refund and a resolution to this ongoing problem.",1,ai_mistralai,dispute,dispute_topic02
"Dear [Payment Provider],

I am writing to formally dispute a recent transaction for a package that, according to the tracking information, was marked as delivered on [Date]. However, I never received the package, and neither did any of my neighbors, whom I have checked with.

As a busy parent of two, I rely heavily on the accuracy of delivery services, and this issue has caused significant inconvenience. I kindly request that you look into this matter urgently and help trace the package or initiate a refund.

Thank you for your prompt attention to this issue. I look forward to your assistance in resolving this matter.",1,ai_minimax,dispute,dispute_topic02
"Subject: URGENT: Package Marked as Delivered but Never Received - Order #123456

I am writing to urgently dispute the delivery status of a package I recently sent out. The order number is 123456. The tracking information shows it was delivered two days ago, but my customer has confirmed they never received it. This is extremely urgent as it impacts our business reputation and customer satisfaction. I have attached the tracking details and customer confirmation for your reference. Please investigate this matter immediately and provide an update as soon as possible. Thank you for your prompt attention to this issue.",1,ai_mistralai,dispute,dispute_topic02
"Dear [Payment Provider],

I am writing to dispute a recurring charge for a subscription service I canceled on [date of cancellation] via their official cancellation process. The last charge I expected was on [date of last expected charge]. However, my account has been debited for the next billing cycle on [date of unexpected charge]. I have verified active subscription status on the merchant's platform and it shows cancellation has been processed.

Please investigate and refund the unauthorized charge of [amount]. I look forward to your prompt resolution. Thank you for your attention to this matter.",1,ai_mistralai,dispute,dispute_topic03
"Subject: Urgent Dispute: Package Marked Delivered But Never Received!

My order #123456 was marked as delivered on 10/5, but I never received it. This is my livelihood and I can't afford to lose this shipment. I've reviewed tracking and security footage and neither show evidence of delivery. Please investigate and replace.",1,ai_minimax,dispute,dispute_topic02
"I am absolutely furious. I cancelled my subscription to [Game Service] on [Date], and yet, my account has been charged again this month. I've tried to contact [Game Service] support, but they're either useless or don't care. I demand a full refund for this unauthorized charge. I have screenshots of the cancellation confirmation and the charge. I won't stand for this nonsense. Get this resolved ASAP.",1,ai_mistralai,dispute,dispute_topic03
"Dear [Payments Company],  I recently cancelled my subscription for my children's online education tool on 11/13, however, despite this, I was charged on 12/1.  Could you please resolve this ?",1,ai_minimax,dispute,dispute_topic03
"Subject: Immediate Cancellation of Subscription

I urgent need to cancel my subscription, as I was charged $49.99 despite cancelling it on 11th. I can't afford any more charges. I’m a busy parent of two and can't afford any more mistakes. This is urgent. Please confirm cancellation and refund.",1,ai_mistralai,dispute,dispute_topic03
"Dear [Supplier's Name],

I am writing to urgently address a billing issue that has caused significant concern for my business. We have been double-billed for a single purchase invoice # [Invoice Number], totaling $[Amount]. This error has put a strain on our cash flow and needs immediate resolution.

Please investigate this matter promptly and reverse the incorrect charge. I expect a response by the end of the day, so we can resolve this issue and avoid any further disruptions. Your prompt attention to this matter is greatly appreciated.

Thank you

Sincerely,
[Your Name]
[Your Business Name]",1,ai_mistralai,dispute,dispute_topic04
"I am absolutely furious and writing to formally dispute a clear double-billing error on my account. On March 12th, I purchased office supplies totaling $147.63 from your store, and that amount was charged correctly. However, an identical charge of $147.63 appeared again on my statement just three days later, on March 15th. I have reviewed my receipts, my bank records, and my own memory of the transaction, and I made only one purchase. I did not authorize or receive any second shipment. Being charged twice for the same item is unacceptable, and I demand the duplicate charge be refunded immediately. I expect this resolved within five business days or I will escalate the issue with my bank and the Better Business Bureau.",1,ai_minimax,dispute,dispute_topic04
"I am incredibly frustrated and angry because I was double-billed for a single purchase! I bought an item in August, just once, but your system charged me twice. I have screenshots that will show the item was only purchased once. A quick look at my account shows $75.00 for this purchase has been deducted twice, and this is unacceptable. I have been a loyal customer for years and have always had zero issues until now. I expect this error to be fixed immediately, and the extra $75.00 to be refunded to my account. I'm already behind on other payments due to this error - please resolve this issue by the end of the week.",1,ai_mistralai,dispute,dispute_topic04
"Dear Customer Support,

I am writing to urgently address a billing error. I was charged twice for a single purchase of $150. This error has put me in a tight financial spot. I need this immediately rectified. Here are the transaction IDs: 123456789 and 987654321. Please advise on next steps. Thank you.",1,ai_minimax,dispute,dispute_topic04
"Dear Dispute Resolution Team,

I am writing to request a refund for a duplicate charge that appeared on my account. On [date of transaction], I made a single purchase of [item/service description] from [merchant name] for $[amount]. However, my statement shows this amount was charged twice, resulting in a total of $[double amount].

I have attached copies of both transactions for your review. I have also attempted to resolve this directly with the merchant but have not received a satisfactory response.

As an educator, these funds are essential for my classroom expenses, and I would greatly appreciate your prompt assistance in reversing the duplicate charge. Thank you for your time and attention to this matter.",1,ai_minimax,dispute,dispute_topic04
"Subject: Unfair Late Fee Charge

I'm absolutely furious. I paid my subscription on time, and yet I've been hit with a late fee. This is ridiculous. I demand an investigation and immediate refund of the $19.99 late fee. I will not accept this mistake and fight for my right as a paying customer. Fix this immediately.",1,ai_mistralai,dispute,dispute_topic05
"I'm furious about a late fee charged to my account. I paid my bill on time, and the transaction is clearly visible in my records. This is unfair and unacceptable. I expect this fee to be reversed immediately.",1,ai_mistralai,dispute,dispute_topic05
"I paid the school fee on time last week, but today I received a notice about a late fee. I always pay on time, and I have proof, I keep all my transaction receipts. My student's record should reflect timely payments.  Please check the payment records, I shouldn't be charged for something I didn't do. Also, I need to settle this urgently as I am stressed.",1,ai_minimax,dispute,dispute_topic05
"Subject: Dispute Late Fee for On-Time Payment

Dear [Bank's Name],

I am writing to dispute a late fee charged to my account on [Date]. I strongly believe this fee was applied in error, as I made the payment for my [month/year] bill on [Payment Date], which was by the due date of [Due Date]. My bank's records confirm the payment was processed and completed as scheduled; the issue seems to be an administrative error on your end.

I request a detailed review of my payment history and a reversal of the late fee. Thank you for your prompt attention to this matter.",1,ai_mistralai,dispute,dispute_topic05
"I urgently request to dispute a fraudulent $250 charge from ""ABC Gas Station"" on 10/05. My card was never used at this location and I have reported this to the police. This is a clear case of card skimming. Please reverse the charge immediately and notify me as soon as possible.",1,ai_mistralai,dispute,dispute_topic06
"I'm absolutely furious! My card was skimmed, and now I see a $250 charge from ""GreenThumb Nursery"" on 10/01/23 which I did not authorize. I have never heard of this place, let alone shopped there! This is NOT my purchase, it's a fraudulent charge and I demand a refund with immediate effect!",1,ai_minimax,dispute,dispute_topic06
"Subject: Urgent Fraud Alert and Dispute - Unauthorized Charge

Dear Payment Provider,

I am writing to urgently report a fraudulent charge on my account. On October 2nd, an unauthorized transaction of $250.00 was made at a restaurant and I suspect card skimming, as it was not me. I did not make this purchase and I am taking immediate action. Please freeze my card and investigate. My account is compromised, and my funds are at risk. I request a full refund and replacement of the card. Thank you for your urgent attention to this matter.

Sincerely,
[Your Name]",1,ai_minimax,dispute,dispute_topic06
"After a long day of teaching, I checked my bank statement and was shocked to find a fraudulent charge of $400. I use my card sparingly, and immediately suspected skimming. Panicked, I called the bank, but was met with hold music and endless prompts. Meanwhile, I have no idea how the thief got my card number. The bank finally confirmed the fraud, but the urgency to resolve this quickly remains overwhelming.",1,ai_mistralai,dispute,dispute_topic06
"Subject: URGENT: Damaged Item & Unresponsive Seller - Order #12345

Hi Support,

I'm desperate for help! I ordered a crib (item #67890) for my newborn, which arrived yesterday. The package was crushed; the crib is heavily damaged. I immediately messaged the seller, but they've ignored my messages. I've also tried to call and am still waiting for a callback. I need this resolved urgently as my baby shower is this weekend, and I can’t wait for the crib replacement.

The tracking number is #ABC123. Please, can you help me expedite a replacement or a full refund? I can't stress how crucial this is. Thank you so much for your immediate assistance!

Best,
[Your Name]",1,ai_mistralai,dispute,dispute_topic07
"""Urgent: I just noticed a $500 fraudulent charge on my account for a transaction that never happened. I have a small e-commerce shop and suspect this is from card skimming. My only in-store purchase was $190, not $500. Can you help?""",1,ai_minimax,dispute,dispute_topic06
"I received item damaged, the seller has ignored repeated requests for resolution.
This is not the first time, I cannot be compensated and overly inconvenienced.
The bank representative is required to refund the amount on the order.
And reasonable compensation for the time lost and inconvenience.",1,ai_mistralai,dispute,dispute_topic07
